district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Байконур,кирпичный,,2006,2,"86 м², Площадь кухни — 15 м²",2 с/у и более,,,2,34 900 000〒
Алматы,монолитный,Астана Сани 2,2020,6,"52.3 м², Площадь кухни — 10 м²",совмещенный,,,2,32 000 000〒
Нура,монолитный,Shabyt,2023,2,"69.19 м², Площадь кухни — 11.98 м²",,,свежий ремонт,2,55 000 000〒
Сарыарка,кирпичный,Rio de Janeiro,2025,6,"48.66 м², Площадь кухни — 10 м²",,,черновая отделка,2,18 890 800〒
Нура,монолитный,New City Life,2020,3,"74.84 м², Площадь кухни — 14 м²",,,черновая отделка,2,36 000 000〒
Есильский,монолитный,Jetisu.Aspan,2026,,34.6 м²,совмещенный,,,1,
Алматы,монолитный,Денсаулык Бакыт,2021,7,"75 м², Площадь кухни — 14.9 м²",,,требует ремонта,2,26 900 000〒
Алматы,кирпичный,Мкр Сарайшик,2013,4,"78.7 м², Площадь кухни — 12 м²",,,свежий ремонт,3,41 500 000〒
Алматы,кирпичный,England,2017,6,85 м²,,паркинг,,3,80 000 000〒
Алматы,кирпичный,Баскару,2022,1,20 м²,совмещенный,,,1,13 900 000〒
Есильский,монолитный,На Водно-зелёном бульваре,2010,12,150 м²,,паркинг,,4,90 000 000〒
,кирпичный,Акерке 2,2020,3,43 м²,совмещенный,,,1,24 000 000〒
Есильский,кирпичный,Триумф Есиль,2025,4,"76 м², Площадь кухни — 12.6 м²",,,черновая отделка,2,39 000 000〒
Есильский,кирпичный,Бухар Жырау De Luxe,2022,6,"42.2 м², Площадь кухни — 8.2 м²",,,свежий ремонт,2,33 500 000〒
Есильский,кирпичный,Prime Garden,2022,7,61.1 м²,,паркинг,,2,55 000 000〒
Алматы,монолитный,Турсын Астана – 1,2012,8,46 м²,совмещенный,,,1,23 000 000〒
Нура,монолитный,Delta,2024,12,"80 м², Площадь кухни — 12.5 м²",2 с/у и более,,,3,59 000 000〒
Есильский,кирпичный,Prime Garden,2022,7,61.1 м²,,паркинг,,2,55 000 000〒
Алматы,монолитный,Турсын Астана – 1,2012,8,46 м²,совмещенный,,,1,23 000 000〒
Нура,монолитный,Delta,2024,12,"80 м², Площадь кухни — 12.5 м²",2 с/у и более,,,3,59 000 000〒
Сарыарка,кирпичный,Rio de Janeiro,2020,3,"44.2 м², Площадь кухни — 12.89 м²",,,свежий ремонт,1,27 500 000〒
Алматы,монолитный,Амирель,2026,9,31.31 м²,,,черновая отделка,1,16 500 000〒
Сарыарка,монолитный,Мкр Самал,2000,16,90 м²,раздельный,,,3,47 000 000〒
Нура,кирпичный,Alakol,2026,7,"40 м², Площадь кухни — 11 м²",,,,1,26 000 000〒
Нура,кирпичный,Шыгыс,2017,5,"69 м², Площадь кухни — 9.2 м²",,,"не новый, но аккуратный ремонт",2,36 000 000〒
Нура,кирпичный,Шыгыс,2022,9,"60 м², Площадь кухни — 12 м²",,,свежий ремонт,2,29 999 000〒
Сарыарка,кирпичный,Qaiyndy 3,2025,1,"35 м², Площадь кухни — 10 м²",,паркинг,,1,25 000 000〒
Нура,монолитный,GreenLine. 4YOU,2026,,158.28 м²,2 с/у и более,,,4,
Нура,монолитный,Respublika,2026,,59.8 м²,совмещенный,,,2,
Алматы,монолитный,,2027,5,37.09 м²,,,черновая отделка,1,24 000 000〒
Есильский,монолитный,Зам Зам,2016,9,"138 м², Площадь кухни — 17 м²",2 с/у и более,,,4,81 000 000〒
Алматы,монолитный,,2021,9,"55.8 м², Площадь кухни — 10 м²",совмещенный,,,2,28 200 000〒
Алматы,панельный,,1985,3,"36 м², Площадь кухни — 9 м²",раздельный,,"не новый, но аккуратный ремонт",1,17 990 000〒
Алматы,кирпичный,,2003,3,63 м²,,,,2,24 990 000〒
Алматы,монолитный,Baitas,2025,16,68.6 м²,,паркинг,,2,70 000 000〒
Есильский,кирпичный,Royal Expo Apartments,2022,7,"54 м², Площадь кухни — 13 м²",,,свежий ремонт,2,50 500 000〒
Алматы,панельный,,1990,2,"51.3 м², Площадь кухни — 8.4 м²",раздельный,,"не новый, но аккуратный ремонт",2,22 500 000〒
Алматы,монолитный,Baitas,2025,16,68.6 м²,,паркинг,,2,70 000 000〒
Есильский,кирпичный,Royal Expo Apartments,2022,7,"54 м², Площадь кухни — 13 м²",,,свежий ремонт,2,50 500 000〒
Алматы,панельный,,1990,2,"51.3 м², Площадь кухни — 8.4 м²",раздельный,,"не новый, но аккуратный ремонт",2,22 500 000〒
Байконур,монолитный,Верный,2016,9,"61.9 м², Площадь кухни — 9.9 м²",,,"не новый, но аккуратный ремонт",2,33 000 000〒
Есильский,кирпичный,ZAMAN,2024,10,88.2 м²,2 с/у и более,,,3,81 000 000〒
Нура,кирпичный,Madrid 3,2025,10,"45.06 м², Площадь кухни — 11.34 м²",,,черновая отделка,1,20 727 600〒
Нура,монолитный,,2020,11,62 м²,совмещенный,,,2,32 999 000〒
Алматы,монолитный,Астана сани (Астана сәні),2018,7,39 м²,,,"не новый, но аккуратный ремонт",1,22 499 000〒
Есильский,монолитный,Family Gardens,2026,,126.3 м²,2 с/у и более,,,3,
Нура,монолитный,Дельфин-2,2009,5,308 м²,,паркинг,,7,135 000 000〒
Есильский,кирпичный,Royal Expo Apartments,2020,5,134.8 м²,,,черновая отделка,3,83 500 000〒
Нура,кирпичный,Атмосфера 2,2023,7,84 м²,,,свежий ремонт,3,55 500 000〒
Алматы,кирпичный,Ak Bulak Premium,2020,4,70 м²,совмещенный,,,2,46 499 000〒
Алматы,кирпичный,Фирдаус,2023,11,"36 м², Площадь кухни — 9.5 м²",,,свежий ремонт,1,21 600 000〒
Байконур,монолитный,Эдем палас,2007,12,97.4 м²,,,свежий ремонт,2,37 000 000〒
Алматы,монолитный,София,2020,15,37 м²,,паркинг,,1,20 500 000〒
Алматы,кирпичный,TAMASHA,2019,9,42 м²,,,свежий ремонт,2,33 200 000〒
Нура,монолитный,GreenLine.Atmosfera,2024,7,"105 м², Площадь кухни — 15 м²",2 с/у и более,,,3,86 000 000〒
Есильский,монолитный,AIQYN,2025,10,"42 м², Площадь кухни — 14.4 м²",,,свежий ремонт,2,42 500 000〒
Алматы,кирпичный,Жасмин,2010,6,56 м²,,,свежий ремонт,2,27 000 000〒
Алматы,кирпичный,TAMASHA,2019,9,42 м²,,,свежий ремонт,2,33 200 000〒
Нура,монолитный,GreenLine.Atmosfera,2024,7,"105 м², Площадь кухни — 15 м²",2 с/у и более,,,3,86 000 000〒
Есильский,монолитный,AIQYN,2025,10,"42 м², Площадь кухни — 14.4 м²",,,свежий ремонт,2,42 500 000〒
Алматы,кирпичный,Жасмин,2010,6,56 м²,,,свежий ремонт,2,27 000 000〒
Есильский,кирпичный,,2025,1,60 м²,,,черновая отделка,2,39 000 000〒
Есильский,монолитный,Family Park,2020,7,48 м²,,,черновая отделка,2,13 800 000〒
Есильский,монолитный,Amal',2024,3,141 м²,,паркинг,,4,145 000 000〒
Сарыарка,монолитный,,2006,9,"83.1 м², Площадь кухни — 14 м²",раздельный,,"не новый, но аккуратный ремонт",3,44 000 000〒
Алматы,кирпичный,BURABAY-2,2024,8,"66.4 м², Площадь кухни — 11.7 м²",совмещенный,,,2,34 900 000〒
Сарайшык,монолитный,Центральный сквер,2023,,34.4 м²,,,,1,26 400 000〒
Сарайшык,монолитный,BARCELONA,2018,7,"91.3 м², Площадь кухни — 13 м²",,,"не новый, но аккуратный ремонт",3,75 000 000〒
Есильский,монолитный,Capital Park. Emotions,2026,4,"63.76 м², Площадь кухни — 12.2 м²",,паркинг,,2,54 000 000〒
Алматы,кирпичный,Akbulak Town,2011,7,"63 м², Площадь кухни — 11.2 м²",раздельный,,,2,45 000 000〒
Сарыарка,кирпичный,,2012,8,50.2 м²,раздельный,,требует ремонта,2,24 900 000〒
Есильский,монолитный,Nexpo Aura,2026,,84.11 м²,совмещенный,,,2,
Нура,монолитный,GreenLine. 4YOU,2026,,64.57 м²,совмещенный,,,2,
Сарайшык,монолитный,Namys,2026,,40.35 м²,совмещенный,,,1,
Сарайшык,кирпичный,Абылай хан,2013,13,56 м²,,,свежий ремонт,2,31 000 000〒
Нура,монолитный,Green Park,2018,4,87.5 м²,,паркинг,,3,56 900 000〒
Есильский,монолитный,Тулпар Элит,2015,6,"132 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,72 000 000〒
Есильский,монолитный,Capital Park. Emotions,2026,4,"63.76 м², Площадь кухни — 12.2 м²",,паркинг,,2,54 000 000〒
Алматы,кирпичный,Akbulak Town,2011,7,"63 м², Площадь кухни — 11.2 м²",раздельный,,,2,45 000 000〒
Сарыарка,кирпичный,,2012,8,50.2 м²,раздельный,,требует ремонта,2,24 900 000〒
Есильский,монолитный,Nexpo Aura,2026,,84.11 м²,совмещенный,,,2,
Нура,монолитный,GreenLine. 4YOU,2026,,64.57 м²,совмещенный,,,2,
Сарайшык,монолитный,Namys,2026,,40.35 м²,совмещенный,,,1,
Сарайшык,кирпичный,Абылай хан,2013,13,56 м²,,,свежий ремонт,2,31 000 000〒
Нура,монолитный,Green Park,2018,4,87.5 м²,,паркинг,,3,56 900 000〒
Есильский,монолитный,Тулпар Элит,2015,6,"132 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",3,72 000 000〒
Есильский,монолитный,EXPO AVENUE,2023,8,47 м²,,,свежий ремонт,1,36 500 000〒
Алматы,кирпичный,,2016,1,"79.6 м², Площадь кухни — 13 м²",раздельный,,свежий ремонт,3,38 000 000〒
Есильский,монолитный,Алтын Шар 1,2018,7,45 м²,совмещенный,,,1,29 000 000〒
Есильский,монолитный,Номад,2008,6,60 м²,,,,2,40 000 000〒
